article;list_price;buying_price
543022986R;122.13;53.98
543023135R;133.19;58.87
543023190R;329.72;145.74
543023386R;133.19;58.87
543023778R;129.75;57.35
543023887R;149.33;66.00
543024EA7C;141.04;62.34
543024021R;293.15;129.57
543024047R;316.00;139.67
543024143R;120.87;53.42
543024393R;304.65;134.66
543024434R;259.85;114.85
543024506R;155.13;68.57
543024568R;152.65;67.47
543024593R;144.26;63.76
543024989R;84.59;37.39
543025179R;133.19;58.87
543025231R;88.23;39.00
543025246R;116.14;51.33
543025293R;160.79;71.07
543025418R;157.22;69.49
543025430R;358.40;158.41
543025485R;131.05;57.92
543025522R;116.78;51.62
543025668R;139.38;61.61
543025760R;144.33;63.79
543025946R;169.93;75.11
543026076R;152.65;67.47
543026186R;313.61;138.62
543026311R;358.40;158.41
543026391R;167.17;73.89
543026632R;304.65;134.66
543026656R;106.86;47.23
543026687R;174.23;77.01
543026734R;119.47;52.81
543026739R;149.33;66.00
543026765R;173.79;76.82
543026804R;144.26;63.76
543026917R;156.82;69.31
543027068R;139.38;61.61
543027079R;144.26;63.76
543027096R;125.67;55.55
543027156R;170.43;75.33
543027182R;151.71;67.06
543027183R;156.82;69.31
543027301R;152.65;67.47
543027321R;116.78;51.62
543027350R;119.47;52.81
543027411R;141.86;62.70
543027472R;122.37;54.09
543027495R;304.65;134.66
543027661R;249.98;110.49
543027894R;199.12;88.01
543028154R;174.23;77.01
543028186R;122.13;53.98
543028378R;316.00;139.67
543028406R;141.86;62.70
543028420R;144.33;63.79
543028658R;183.18;80.97
543028674R;104.54;46.21
543028696R;173.21;76.56
543028774R;172.90;76.42
543028809R;152.65;67.47
543028848R;116.73;51.59
543028927R;183.18;80.97
543028946R;304.65;134.66
543028973R;225.20;99.54
543029025R;155.13;68.57
543029106R;144.26;63.76
543029516R;358.40;158.41
543029539R;145.61;64.36
543029566R;134.31;59.37
543029600R;125.67;55.55
543029762R;116.14;51.33
543029774R;155.13;68.57
543029903R;149.92;66.26
543029938R;183.18;80.97
54303HV01A;141.04;62.34
54303HV01B;141.04;62.34
54303JY01B;139.38;61.61
543030541R;183.18;80.97
543031121R;174.23;77.01
543032426R;259.84;114.85
543033479R;173.79;76.82
543033603R;174.23;77.01
543033805R;165.50;73.15
543034EA3A;141.04;62.34
543034EA7C;141.04;62.34
543035679R;282.24;124.75
543035764R;224.72;99.33
543035790R;174.23;77.01
543036444R;183.18;80.97
543036532R;183.18;80.97
543036680R;211.67;93.56
543036744R;282.24;124.75
543037515R;183.18;80.97
543037546R;174.23;77.01
543038400R;329.72;145.74
543038438R;269.53;119.13
543039171R;183.18;80.97
543039724R;174.23;77.01
543156RA0A;222.43;181.73
543171370R;10.31;4.94
543256975R;9.87;4.73
544C46813R;61.76;29.58
544H61061R;211.91;101.50
544H61903R;215.80;103.37
544H68708R;136.81;65.53
54400JY00A;812.58;389.23
54400JY20A;812.58;389.23
544004375R;85.35;37.72
54401HV70B;428.66;205.33
54401HV90A;428.26;205.14
544010031R;450.96;216.01
544010095R;1368.53;655.53
544010119R;407.97;195.42
544010325R;631.25;302.37
544010392R;688.80;329.94
544010579R;982.15;470.45
544010711R;631.25;302.37
544011246R;671.97;321.87
544012152R;506.61;242.67
544012356R;646.10;309.48
544012683R;893.16;427.82
544012760R;851.56;407.90
544012843R;891.83;427.19
544012892R;752.16;360.28
544013002R;704.06;337.24
544013074R;684.99;328.11
544013205R;677.25;324.40
544013322R;324.16;155.27
544013371R;705.15;337.77
544013406R;839.45;402.10
544014PN0D;826.01;395.66
544014PN3D;826.01;395.66
544014115R;789.27;378.06
544014471R;690.63;330.81
544014556R;456.47;218.65
544014669R;490.05;234.73
544014719R;811.33;388.63
544014742R;765.57;366.71
544014987R;750.98;359.72
544015086R;451.94;216.48
544015621R;871.67;417.53
544015694R;476.14;228.07
544016502R;704.06;337.24
544016605R;805.87;386.01
544016889R;564.88;270.58
544017071R;529.95;253.85
544017239R;631.25;302.37
544017243R;549.96;263.43
544017519R;698.40;334.53
544017562R;664.85;318.46
544017619R;764.40;366.15
544018224R;630.31;301.92
544018731R;637.02;305.13
544018791R;893.16;427.82
544018850R;678.26;324.89
544018918R;658.12;315.24
544116736R;23.81;19.45
544117304R;25.55;20.87
544645HA0A;3.61;1.73
54466JY00A;14.35;6.87
545C32396R;22.09;18.05
545000010R;201.91;94.90
545000011R;200.17;94.08
545001064R;96.96;45.57
545001225R;103.44;48.62
545002029R;200.17;94.08
545002046R;165.56;77.81
545002191R;262.49;123.37
545002446R;110.74;52.05
545002914R;228.26;107.28
545003037R;166.81;78.40
545003437R;175.58;82.52
545004EA0B;230.83;108.49
545004KH4A;350.36;164.67
545004PN0A;175.58;82.52
545004269R;102.62;48.23
545004787R;210.70;99.03
545005HA0A;210.70;99.03
545005JU0A;316.06;148.55
545005MZ0A;175.58;82.52
545005792R;105.36;49.52
545006UA0A;175.58;82.52
545006US0A;175.58;82.52
545006405R;250.21;117.60
545006560R;175.58;82.52
545006623R;134.91;63.41
545006685R;141.07;66.30
545008653R;141.07;66.30
545008682R;175.58;82.52
545009574R;164.42;77.28
545010011R;201.91;94.90
545010012R;200.17;94.08
545010016R;175.58;82.52
545010278R;141.07;66.30
545011362R;102.62;48.23
545011367R;141.07;66.30
545012815R;103.44;48.62
545013557R;210.70;99.03
545014EA0B;230.83;108.49
545014KH4A;334.49;157.21
545014PN0A;157.93;74.23
545014120R;158.04;74.28
545015HA0A;210.70;99.03
545015JU0A;316.06;148.55
545015MZ0A;175.58;82.52
545015160R;236.77;111.28
545015216R;185.76;87.31
545016UA0A;175.58;82.52
545016US0A;175.60;82.53
545016101R;175.58;82.52
545016412R;462.59;217.42
545016453R;210.70;99.03
545016805R;200.17;94.08
545016850R;227.35;106.85
545017081R;134.91;63.41
545017775R;166.81;78.40
545017850R;166.32;78.17
545018194R;175.58;82.52
545019197R;181.73;85.41
545019665R;110.74;52.05
545019811R;96.96;45.57
545021303R;101.15;47.54
545022338R;96.92;45.55
545025718R;89.93;42.27
545032428R;101.15;47.54
545035275R;89.93;42.27
545036779R;96.92;45.55
545040280R;158.62;74.55
545040445R;210.70;99.03
545041584R;111.90;52.59
545041775R;174.87;82.19
545041811R;200.49;94.23
545041876R;158.04;74.28
545042021R;175.58;82.52
545042644R;158.04;74.28
545042738R;175.58;82.52
545042996R;141.07;66.30
545043778R;209.84;98.62
545045743R;158.04;74.28
545045810R;105.36;49.52
545046162R;157.40;73.98
545047954R;158.04;74.28
545048101R;250.21;117.60
545048828R;175.58;82.52
545049296R;216.85;101.92
545049600R;141.07;66.30
545050794R;158.04;74.28
545050804R;250.21;117.60
545050873R;141.07;66.30
545051645R;209.84;98.62
545052354R;157.40;73.98
545052737R;158.04;74.28
545053170R;158.04;74.28
545054269R;175.58;82.52
545054787R;118.11;55.51
545055058R;200.49;94.23
545055212R;210.70;99.03
545055413R;158.62;74.55
545055456R;141.07;66.30
545056560R;174.87;82.19
545058162R;216.85;101.92
545058339R;175.58;82.52
545058992R;175.58;82.52
545254KH0A;316.06;148.55
545255JU0A;900.67;423.31
546144KH0A;10.41;8.50
546347144R;66.43;54.27
548626922R;23.23;11.13
548638180R;48.95;23.45
550191963R;126.50;56.17
550194964R;126.50;56.17
550196452R;133.95;59.47
55020HV10B;171.56;76.17
55020HV10D;171.56;76.17
55020HV20B;215.51;95.69
55020HV60B;182.67;81.11
55020HV75C;171.56;76.17
550200001N;205.90;91.42
550200002R;205.90;91.42
550200003R;205.90;91.42
550200004R;198.94;88.33
550200005R;102.67;45.59
550200007R;205.90;91.42
550200011R;171.56;76.17
550200016R;879.00;390.28
550200023R;171.56;76.17
550200026R;171.56;76.17
550200029R;171.56;76.17
550200032R;171.56;76.17
550200035R;171.56;76.17
550200036R;171.56;76.17
550200041R;171.56;76.17
550200047R;171.56;76.17
550200057R;205.90;91.42
550200058R;205.90;91.42
550200060R;171.56;76.17
550200061R;171.56;76.17
550200062R;171.56;76.17
550200066R;171.56;76.17
550200080R;133.25;59.16
550200083R;171.56;76.17
550200084R;171.56;76.17
550200125R;171.56;76.17
550200236R;171.56;76.17
550200281R;171.56;76.17
550200356R;87.52;38.86
550200528R;123.74;54.94
550200619R;223.07;99.04
550200627R;123.74;54.94
550200678R;171.56;76.17
550200819R;171.56;76.17
550200846R;171.56;76.17
550201013R;132.76;58.95
550201136R;154.44;68.57
550201183R;171.56;76.17
550201258R;10.21;4.53
550201340R;154.44;68.57
550201351R;123.74;54.94
550201360R;123.74;54.94
550201418R;171.56;76.17
550201456R;145.84;64.75
550201492R;205.90;91.42
550201532R;127.92;56.80
550201590R;171.56;76.17
550201647R;154.44;68.57
550201681R;158.30;70.29
550201700R;131.27;58.28
550201749R;257.39;114.28
550201843R;171.56;76.17
550201854R;96.51;42.85
550201983R;154.44;68.57
550202067R;120.58;53.54
550202131R;154.44;68.57
550202143R;171.56;76.17
550202196R;131.27;58.28
550202205R;257.39;114.28
550202322R;145.84;64.75
550202466R;171.56;76.17
550202497R;131.27;58.28
550202583R;123.74;54.94
550202605R;171.56;76.17
550202644R;142.46;63.25
550202710R;145.84;64.75
550202720R;145.84;64.75
550202763R;171.56;76.17
550202782R;154.44;68.57
550202870R;223.07;99.04
550202993R;154.44;68.57
550202996R;154.44;68.57
550203095R;190.92;84.77
550203174R;131.27;58.28
550203309R;171.56;76.17
550203432R;154.44;68.57
550203558R;205.90;91.42
550203756R;205.90;91.42
550203772R;171.56;76.17
550203802R;145.84;64.75
550204EA0B;171.56;76.17
550204EA3B;171.56;76.17
550204031R;145.84;64.75
550204082R;87.52;38.86
550204217R;149.89;66.55
550204221R;145.84;64.75
550204233R;158.30;70.29
550204272R;99.88;44.35
550204424R;145.84;64.75
550204568R;171.56;76.17
550204832R;154.44;68.57
550204886R;110.01;48.84
550204926R;223.07;99.04
550204929R;133.95;59.47
550204946R;145.84;64.75
550204953R;145.84;64.75
550204971R;127.92;56.80
550205HA0B;205.90;91.42
550205HA1B;205.90;91.42
550205JT7A;308.85;137.13
550205JU3A;308.85;137.13
550205166R;205.90;91.42
550205184R;131.27;58.28
550205451R;145.84;64.75
550205460R;171.56;76.17
550205476R;171.56;76.17
550205532R;171.56;76.17
550205576R;171.56;76.17
550205579R;127.92;56.80
550205620R;154.44;68.57
550205700R;123.74;54.94
550205778R;138.39;61.45
550205813R;171.56;76.17
550205839R;171.56;76.17
550205944R;133.95;59.47
550206111R;223.07;99.04
550206115R;145.84;64.75
550206340R;205.90;91.42
550206481R;154.44;68.57
550206487R;131.27;58.28
550206488R;205.90;91.42
550206804R;154.44;68.57
550206884R;154.44;68.57
550206962R;171.56;76.17
550207042R;131.27;58.28
550207443R;283.50;125.87
550207471R;145.84;64.75
550207532R;145.84;64.75
550207544R;145.84;64.75
550207665R;137.29;60.96
550207712R;171.56;76.17
550207723R;171.56;76.17
550207735R;154.44;68.57
550207791R;132.76;58.95
550207892R;112.84;50.10
550207929R;127.92;56.80
550208061R;171.56;76.17
550208154R;145.84;64.75
550208180R;145.31;64.52
550208225R;154.44;68.57
550208238R;171.56;76.17
550208299R;171.56;76.17
550208332R;131.27;58.28
550208538R;131.27;58.28
550208565R;171.56;76.17
550208583R;102.49;45.51
550208774R;171.56;76.17
550208896R;129.27;57.40
550209055R;145.84;64.75
550209081R;205.90;91.42
550209110R;110.01;48.84
550209296R;171.56;76.17
550209365R;171.56;76.17
550209378R;131.27;58.28
550209436R;131.27;58.28
550209535R;205.90;91.42
550209648R;171.56;76.17
550209671R;171.56;76.17
550209753R;215.51;95.69
550209887R;131.27;58.28
550209895R;145.84;64.75
550209968R;154.44;68.57
55044JG01B;18.34;8.62
550440595R;90.41;42.49
550443133R;15.04;7.07
550443319R;16.14;7.59
550445HA0A;14.62;6.87
550445HA0B;16.10;7.57
551A12931R;31.52;14.81
551B04724R;93.19;43.80
551B08738R;93.19;43.80
55110JD000;175.60;82.53
55110JY00A;210.70;99.03
551105HA0B;113.14;53.18
551105MZ0A;175.58;82.52
551107894R;149.87;70.44
55111JD00A;175.60;82.53
55111JY00A;210.70;99.03
551115HA0B;113.14;53.18
551115MZ0A;175.58;82.52
551119305R;149.87;70.44
551205HA0B;210.70;99.03
551206813R;515.42;242.25
55121JD04A;175.58;82.52
551215HA0B;210.70;99.03
551220001R;223.01;104.81
551300003R;223.01;104.81
552020006R;134.90;110.21
552020007R;119.13;97.33
552028479R;142.69;116.58
552060008R;118.30;96.65
55400JD61A;1943.36;930.87
554000295R;732.00;350.63
554000941R;752.13;360.27
554001143R;74.21;32.80
554005MZ0A;751.03;359.74
554012196R;497.09;238.11
554015743R;449.95;215.53
554017954R;978.66;468.78
554030064R;705.15;337.77
554039122R;522.48;250.27
554039483R;635.75;304.52
55419JD60C;86.78;70.90
55419JY31B;92.62;75.67
554195HA1A;84.28;68.86
554572421R;178.81;85.65
555C11138R;435.99;204.92
555C17632R;449.83;211.42
555C26996R;449.83;211.42
555C27820R;656.36;308.49
55501JY00A;372.06;174.87
555012814R;235.65;110.76
555014EG0A;175.60;82.53
555015HA0B;211.60;99.45
555015295R;175.58;82.52
55502JY00A;372.06;174.87
555020727R;175.58;82.52
555021925R;235.65;110.76
555024EG0A;175.60;82.53
555025HA0B;211.60;99.45
555025969R;185.76;87.31
555097961R;146.19;68.71
555721644R;271.38;221.72
555728534R;250.16;204.38
555730389R;271.38;221.72
555738441R;251.06;205.12
561105JU1A;298.68;132.02
56210HV02A;134.00;59.23
56210HV03A;134.00;59.23
562100001R;132.41;58.53
562100018R;121.77;53.82
562100022R;110.35;48.77
562100028R;121.77;53.82
562100033R;132.41;58.53
562100048R;83.84;37.06
562100058R;110.35;48.77
562100059R;110.35;48.77
562100090R;79.66;35.21
562100128R;148.95;65.84
562100385R;116.58;51.53
562100397R;76.14;33.65
562100476R;174.04;76.93
562100525R;269.12;118.95
562100741R;165.51;73.16
562101046R;147.38;65.14
562101202R;145.02;64.10
562101205R;151.52;66.97
562101316R;151.51;66.97
562101478R;110.95;49.04
562101521R;126.34;55.84
562101702R;145.02;64.10
562101710R;161.44;71.36
562101910R;147.38;65.14
562101930R;145.02;64.10
562102044R;289.40;127.91
562102144R;136.14;60.17
562102173R;322.32;142.47
562102204R;174.04;76.93
562102337R;310.90;137.42
562102387R;189.16;83.61
562102435R;342.86;151.54
562102469R;145.02;64.10
562102490R;137.12;60.61
562102517R;116.58;51.53
562102552R;134.77;59.57
562102816R;138.31;61.13
562102854R;116.58;51.53
562102972R;149.75;66.19
562103002R;141.86;62.70
562103041R;79.66;35.21
562103053R;141.86;62.70
562103074R;116.01;51.28
562103280R;112.69;49.81
562103493R;110.35;48.77
562103554R;138.31;61.13
562103727R;149.28;65.98
562103768R;160.80;71.07
562103901R;116.58;51.53
562103964R;103.59;45.79
562103978R;297.94;131.69
562103986R;143.49;63.42
562104EA2C;134.00;59.23
562104156R;110.35;48.77
562104197R;148.95;65.84
562104234R;157.22;69.49
562104376R;217.54;96.15
562104444R;165.51;73.16
562104554R;110.35;48.77
562104671R;340.48;150.49
562104687R;76.14;33.65
562104719R;110.95;49.04
562104837R;132.41;58.53
562104981R;116.58;51.53
562105043R;103.59;45.79
562105336R;174.23;77.01
562105575R;145.02;64.10
562105734R;81.02;35.81
562105955R;113.49;50.16
562105958R;340.48;150.49
562105977R;289.40;127.91
562106029R;113.49;50.16
562106055R;145.02;64.10
562106205R;113.49;50.16
562106255R;145.02;64.10
562106321R;145.02;64.10
562106347R;300.20;132.69
562106482R;153.73;67.95
562106559R;84.61;37.40
562106719R;148.95;65.84
562106783R;252.33;111.53
562106844R;147.38;65.14
562106849R;159.53;70.51
562106865R;289.40;127.91
562107002R;110.35;48.77
562107146R;136.14;60.17
562107298R;144.16;63.72
562107328R;159.53;70.51
562107338R;113.49;50.16
562107440R;88.29;39.02
562107519R;99.31;43.90
562107525R;220.70;97.55
562107604R;145.02;64.10
562107718R;110.35;48.77
562107764R;289.40;127.91
562107768R;113.49;50.16
562107788R;76.33;33.74
562107813R;116.58;51.53
562108057R;165.51;73.16
562108058R;163.15;72.11
562108167R;269.12;118.95
562108289R;134.77;59.57
562108316R;145.02;64.10
562108344R;110.35;48.77
562108413R;84.61;37.40
562108573R;99.31;43.90
562108578R;110.35;48.77
562108593R;110.35;48.77
562108595R;160.80;71.07
562108671R;88.29;39.02
562108707R;89.23;39.44
562108737R;211.49;93.48
562109129R;148.95;65.84
562109177R;126.34;55.84
562109187R;147.38;65.14
562109362R;147.38;65.14
562109384R;232.55;102.79
562109408R;174.04;76.93
562109412R;88.29;39.02
562109438R;174.04;76.93
562109592R;340.48;150.49
562109759R;149.30;65.99
562109801R;340.48;150.49
562109833R;148.88;65.80
562109904R;147.38;65.14
562109948R;116.01;51.28
562109951R;297.92;131.68
572101538R;34.01;27.79
572104JA0B;189.97;155.21
6000073772;83.04;67.84
6001546685;320.62;175.38
6001546709;38.71;31.63
6001546776;200.84;102.73
6001546786;31.14;25.44
6001546788;190.58;101.01
6001546789;190.58;101.01
6001546794;104.33;55.29
6001546795;104.33;55.29
6001546989;146.69;68.94
6001547539;8.43;6.89
6001547924;35.34;25.90
6001547925;35.34;25.90
6001548137;40.23;32.87
6001548138;40.23;32.87
6001548282;592.61;355.57
6001548325;2.88;2.35
6001548841;318.81;163.23
6001548843;318.81;163.23
6001548858;318.81;163.23
6001548863;83.24;45.78
6001549061;204.54;106.36
6001549149;104.33;55.29
6001549183;131.27;58.28
6001549184;131.27;58.28
6001549187;131.27;58.28
6001549188;131.27;58.28
6001549211;189.51;68.22
6001549248;80.37;35.52
6001549254;200.84;102.73
6001549296;100.94;82.47
6001549297;100.94;82.47
6001549298;102.02;83.35
6001549299;102.02;83.35
6001549303;37.96;31.01
6001549304;37.43;30.58
6001549312;202.13;103.49
6001549314;61.27;50.06
6001549321;14.11;11.53
6001549322;14.11;11.53
6001549583;40.27;32.90
6001549584;40.23;32.87
6001549585;78.26;41.48
6001549586;78.26;41.48
6001549590;46.33;31.18
6001549716;43.04;31.55
6001549717;43.04;31.55
6001549803;86.17;30.50
6001549808;20.20;12.65
6001549910;24.49;20.01
6001549912;24.49;20.01
6001549971;147.68;75.61
6001549973;147.68;75.61
6001550083;40.23;32.87
6001550688;3.68;3.01
6001550701;84.59;37.39
6001550787;106.00;71.34
6001550788;106.00;71.34
6001550790;106.00;71.34
6001550798;159.45;107.31
6001550824;18.29;14.94
6001550901;131.27;58.28
6001551251;154.07;103.69
6001551283;40.23;32.87
6001551284;40.23;32.87
6001551285;104.33;55.29
6001551383;104.33;55.29
6001551384;104.33;55.29
6001551408;44.54;27.88
6001551473;40.24;32.88
6001551773;42.69;33.04
6001551787;43.61;33.75
6001551789;62.71;48.54
6001551793;320.62;175.38
6001551794;252.27;130.93
600350687R;80.65;62.42
600358385R;42.15;32.62
600358841R;80.81;62.55
600370810R;39.79;30.80
600372059R;16.72;12.94
600375361R;150.04;116.13
600378924R;162.58;125.84
600380003R;74.02;57.29
600380143R;106.39;82.35
600380269R;59.54;46.08
600380273R;57.75;44.70
600380317R;34.95;27.05
600380356R;56.74;43.92
600380440R;50.73;39.27
600380447R;41.65;32.24
600380484R;54.11;41.88
600380571R;200.64;155.30
600380633R;181.94;140.82
600380639R;56.77;43.94
600380651R;134.37;104.00
600380685R;103.68;80.25
600380811R;40.36;31.24
600380944R;171.07;132.41
600380974R;23.25;18.00
600381245R;52.96;40.99
600381258R;39.80;30.81
600381266R;132.64;102.66
600381404R;39.73;30.75
600381429R;63.38;49.06
600381440R;51.17;39.61
600381476R;52.27;40.46
600381631R;39.80;30.81
600381695R;103.99;80.49
600381798R;67.40;52.17
600381838R;62.28;48.20
600381901R;208.32;161.24
600382005R;101.08;78.24
600382139R;80.82;62.55
600382149R;33.05;25.58
600382230R;73.97;57.25
600382259R;35.18;27.23
600382452R;46.38;35.90
600382492R;44.28;34.27
600382522R;51.43;39.81
600382537R;157.11;121.60
600382668R;95.20;73.68
600382782R;87.25;67.53
600382791R;20.35;15.75
600382925R;49.30;38.16
600382943R;245.25;189.82
600383077R;102.62;79.43
600383185R;98.67;76.37
600383255R;79.34;61.41
600383267R;51.54;39.89
600383274R;85.56;66.22
600383282R;54.87;42.47
600383299R;41.40;32.04
600383318R;83.89;64.93
600383327R;22.06;17.07
600383342R;67.52;52.26
600383441R;75.35;58.32
600383463R;32.99;25.53
600383506R;119.86;92.77
600383508R;45.82;35.46
600383718R;62.62;48.47
600383833R;56.44;43.68
600383867R;23.39;18.10
600383915R;101.54;78.59
600384105R;44.67;34.57
600384110R;58.66;45.40
600384201R;105.00;81.27
600384272R;152.96;118.39
600384313R;27.05;20.94
600384642R;42.05;32.55
600384665R;56.02;43.36
600384971R;129.08;99.91
600385092R;36.45;28.21
600385098R;182.80;141.49
600385199R;31.66;24.50
600385234R;85.49;66.17
600385299R;76.02;58.84
600385326R;165.22;127.88
600385579R;45.38;35.12
600385586R;46.03;35.63
600385608R;57.63;44.61
600385620R;38.58;29.86
600385788R;87.14;67.45
600385899R;37.77;29.23
600385944R;53.50;41.41
600385959R;48.12;37.24
600386056R;65.18;50.45
600386074R;33.29;25.77
600386081R;101.51;78.57
600386257R;27.19;21.05
600386280R;40.48;31.33
600386314R;66.25;51.28
600386322R;45.69;35.36
600386345R;59.31;45.91
600386427R;72.95;56.46
600386439R;87.08;67.40
600386536R;164.44;127.28
600386558R;114.90;88.93
600386718R;67.49;52.24
600386723R;48.10;37.23
600386851R;69.14;53.51
600386907R;81.54;63.11
600386963R;52.60;40.71
600387121R;62.76;48.58
600387543R;79.07;61.20
600387675R;83.87;64.92
600387687R;65.36;50.59
600387742R;67.34;52.12
600387814R;168.35;130.30
600387931R;53.68;41.55
600387940R;68.28;52.85
600387947R;75.41;58.37
600388004R;49.52;38.33
600388006R;30.21;23.38
600388252R;80.93;62.64
600388308R;111.62;86.39
